"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulPriv, Examine";"Altered Destiny ? 1991 Accolade.";"1991 Accolade";"whdload";"0";"Altered Destiny";"AlteredDestiny";"4533292";"A\AlteredDestiny\AlteredDestiny.slave";"786432";"A\AlteredDestiny";"524288";"AlteredDestiny";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv";"";"1990 Paragon-Oxford Digital-Empire";"whdload";"0";"The Amazing Spider-Man";"AmazingSpiderMan";"512768";"A\AmazingSpiderMan\AmazingSpiderMan.slave";"589824";"A\AmazingSpiderMan";"524288";"AmazingSpiderMan";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Ambermoon by Thalion (c) 1993 - 9 disks.";"1993 Thalion";"whdload";"0";"Ambermoon";"Ambermoon";"6389992";"A\Ambermoon\Ambermoon.Slave";"262144";"A\Ambermoon";"1048576";"Ambermoon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Amberstar by Thalion (c) 1992 - 3 disks.";"1992 Thalion";"whdload";"0";"Amberstar";"Amberstar";"2051979";"A\Amberstar\Amberstar.slave";"0";"A\Amberstar";"1048576";"Amberstar";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Amegas (c) 1987 Guido Bartels/reLINE Software - 1";"1987 Guido Bartels/reLINE Software";"whdload";"0";"Amegas";"Amegas";"843289";"A\Amegas\Amegas.Slave";"0";"A\Amegas";"524288";"Amegas";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"American Gladiators ? 1992 GameTek.";"1992 GameTek";"whdload";"0";"American Gladiators";"AmericanGladiators";"1716915";"A\AmericanGladiators\AmericanGladiators.slave";"0";"A\AmericanGladiators";"524288";"AmericanGladiators";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"American Tag Team Wrestling by Zeppelin (c) 1992 - 1 disk.";"1992 Zeppelin";"whdload";"0";"American Tag Team Wrestling";"AmericanTagTeamWrestling";"912195";"A\AmericanTagTeamWrestling\AmericanTagTeamWrestling.Slave";"0";"A\AmericanTagTeamWrestling";"524288";"AmericanTagTeamWrestling";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Amiga Karate ? 1987 Eidersoft.";"1987 Eidersoft-Paradox";"whdload";"0";"Amiga Karate";"AmigaKarate";"824399";"A\AmigaKarate\AmigaKarate.Slave";"262144";"A\AmigaKarate";"524288";"AmigaKarate";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Amnios ? 1991 Psygnosis";"1991 Psygnosis";"whdload";"0";"Amnios";"Amnios";"1966869";"A\Amnios\Amnios.Slave";"524288";"A\Amnios";"524288";"Amnios";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Anarchy ? 1989 Psygnosis.";"1989 Psygnosis";"whdload";"0";"Anarchy";"Anarchy";"981109";"A\Anarchy\Anarchy.Slave";"0";"A\Anarchy";"524288";"Anarchy";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"The Ancient Art of War in the Skies ? 1993 Microprose.";"1993 Microprose";"whdload";"0";"The Ancient Art of War in the Skies";"AncientArtOfWarInTheSkies";"2677166";"A\AncientArtOfWarInTheSkies\AncientArtOfWarInTheSkies.Slave";"786432";"A\AncientArtOfWarInTheSkies";"524288";"AncientArtOfWarInTheSkies";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Another World ? 1991 Delphine Software";"1991 Delphine Software";"whdload";"0";"Another World";"AnotherWorld";"1448681";"A\AnotherWorld\AnotherWorld.slave";"786432";"A\AnotherWorld";"524288";"AnotherWorld";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Antago ? 1990 Art of Dreams";"1990 Art of Dreams";"whdload";"0";"Antago";"Antago";"652770";"A\Antago\Antago.Slave";"327680";"A\Antago";"524288";"Antago";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";":";"1991 Alex May";"whdload";"0";"The Attack of the Green Smelly Aliens from Planet 27b/6";"AotGSAFP27b6";"317703";"A\AotGSAFP27b6\AotGSAFP27b6.Slave";"262144";"A\AotGSAFP27b6";"458752";"AotGSAFP27b6";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Apache / Overdrive ? 1993 Team 17.";"1993 Team 17";"whdload";"0";"Apache / Overdrive";"Apache";"995649";"A\Apache\Apache.Slave";"0";"A\Apache";"1048576";"Apache";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Apache / Overdrive ? 1993 Team 17.";"1993 Team 17";"whdload";"0";"Apache / Overdrive";"Apache&OverdriveDemo";"996277";"A\Apache&OverdriveDemo\Apache&OverdriveDemo.Slave";"0";"A\Apache&OverdriveDemo";"1048576";"Apache&Overdrive";"OCS/ECS";"";"";"Demo";"";"";"A-Games"
"EmulTrap";"Apache Flight by Atlantis (c) 1992 - 1 disk.";"1992 Atlantis";"whdload";"0";"Apache Flight";"ApacheFlight";"477687";"A\ApacheFlight\ApacheFlight.slave";"0";"A\ApacheFlight";"524288";"ApacheFlight";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"Apano Sin ? 1994-2000 Level One.";"1994-2000 Level One ";"whdload";"0";"Apano Sin";"ApanoSin";"5316130";"A\ApanoSin\ApanoSin.Slave";"0";"A\ApanoSin";"1048576";"ApanoSin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"APB (All Points Bulletin) by Tengen (c) 1989 - 1 disk.";"1989 Tengen";"whdload";"0";"APB";"APBImage";"917256";"A\APBImage\APBImage.slave";"0";"A\APBImage";"524288";"APB";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"EmulTrap, ClearMem";"";"1992 Play Byte";"whdload";"0";"Apidya";"ApidyaAudios";"2292401";"A\ApidyaAudios\ApidyaAudios.Slave";"0";"A\ApidyaAudios";"524288";"ApidyaAudios";"OCS/ECS";"";"";"";"";"";"A-Games"
"EmulTrap, ClearMem";"";"1992 Play Byte";"whdload";"0";"Apidya";"ApidyaKaiko";"2292400";"A\ApidyaKaiko\ApidyaKaiko.Slave";"0";"A\ApidyaKaiko";"524288";"ApidyaKaiko";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Apocalypse (c) 1994 Miracle Games/Virgin - 3 disks.";"1994 Miracle Games/Virgin";"whdload";"0";"Apocalypse";"Apocalypse";"2736321";"A\Apocalypse\Apocalypse.Slave";"4096";"A\Apocalypse";"995328";"Apocalypse";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"";"1990 Rainbow Arts";"whdload";"0";"Apprentice";"Apprentice";"1019938";"A\Apprentice\Apprentice.slave";"4096";"A\Apprentice";"524288";"Apprentice";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Aquablast by Elite (c) 1989 - 1 disk.";"1989 Elite";"whdload";"0";"Aquablast";"Aquablast";"893664";"A\Aquablast\Aquablast.slave";"0";"A\Aquablast";"1048576";"Aquablast";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Aquanaut ? 1995 F1 Licenceware.";"1995 F1 Licenseware";"whdload";"0";"Aquanaut";"AquanautF1Licenceware";"571577";"A\AquanautF1Licenceware\AquanautF1Licenceware.slave";"0";"A\AquanautF1Licenceware";"1048576";"AquanautF1Licenceware";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Aquatic Games ? 1992 Millenium.";"1992 Millenium";"whdload";"0";"AquaticGames";"AquaticGames";"926796";"A\AquaticGames\AquaticGames.Slave";"589824";"A\AquaticGames";"589824";"AquaticGames";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Aquaventura by Psygnosis (c) 1992 - 2 disks.";"1992 Psygnosis";"whdload";"0";"Aquaventura";"Aquaventura";"1973124";"A\Aquaventura\Aquaventura.Slave";"0";"A\Aquaventura";"524288";"Aquaventura";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Arabian Nights ECS/CD32 ? 1993 Krisalis";"1993 Krisalis.";"whdload";"0";"Arabian Nights (2 disks version)";"ArabianNights";"1444262";"A\ArabianNights\ArabianNights.Slave";"262144";"A\ArabianNights";"1048576";"ArabianNights";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Arachnophobia ? 1991 Disney Software.";"1991 Disney Software";"whdload";"0";"Arachnophobia";"Arachnophobia";"1580674";"A\Arachnophobia\Arachnophobia.Slave";"786432";"A\Arachnophobia";"524288";"Arachnophobia";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Arcade Fruit Machine by Zeppelin Games (c) 1991 - 1 disk.";"1991 Zeppelin";"whdload";"0";"Arcade Fruit Machine";"ArcadeFruitMachine";"914474";"A\ArcadeFruitMachine\ArcadeFruitMachine.Slave";"0";"A\ArcadeFruitMachine";"524288";"ArcadeFruitMachine";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, EmulPriv, ClearMem";"Arcade Pool ? 1994 Team 17.";"1994 Team 17";"whdload";"0";"Arcade Pool AGA";"ArcadePoolAGA";"1004565";"A\ArcadePoolAGA\ArcadePoolAGA.Slave";"1310720";"A\ArcadePoolAGA";"2097152";"ArcadePool";"AGA";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, ClearMem";"Arcade Snooker ? 1995 Team 17";"1995 Team 17";"whdload";"0";"Arcade Snooker";"ArcadeSnookerAGA";"504837";"A\ArcadeSnookerAGA\ArcadeSnookerAGA.Slave";"327680";"A\ArcadeSnookerAGA";"737280";"ArcadeSnooker";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Arcade Trivia Quiz by Zeppelin Games (c) 1991 - 1 disk.";"1991 Zeppelin";"whdload";"0";"Arcade Trivia Quiz";"ArcadeTriviaQuiz";"503566";"A\ArcadeTriviaQuiz\ArcadeTriviaQuiz.slave";"0";"A\ArcadeTriviaQuiz";"524288";"ArcadeTriviaQuiz";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Archer Maclean Pool (c) 1992 Archer Maclean/Virgin.";"1992 Archer Maclean/Virgin";"whdload";"0";"Archer Maclean Pool";"ArcherMacleansBillardAmcn";"323733";"A\ArcherMacleansBillardAmcn\ArcherMacleansBillardAmcn.Slave";"0";"A\ArcherMacleansBillardAmcn";"524288";"ArcherMacleansBillardAmcn";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Archer Maclean Pool (c) 1992 Archer Maclean/Virgin.";"1992 Archer Maclean/Virgin";"whdload";"0";"Archer Maclean Pool";"ArcherMacleansPool";"328294";"A\ArcherMacleansPool\ArcherMacleansPool.Slave";"0";"A\ArcherMacleansPool";"524288";"ArcherMacleansPool";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Archipelagos ? 1989 Astral Software.";"1989 Astral Software";"whdload";"0";"Archipelagos";"Archipelagos";"305583";"A\Archipelagos\Archipelagos.Slave";"0";"A\Archipelagos";"524288";"Archipelagos";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"";"1985 Electronic Arts";"whdload";"0";"Archon";"Archon";"951254";"A\Archon\Archon.slave";"262144";"A\Archon";"524288";"Archon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Archon 2: Adept ? 1986 Electronic Arts.";"1986 Electronic Arts";"whdload";"0";"Archon II: Adept";"Archon2";"937027";"A\Archon2\Archon2.slave";"262144";"A\Archon2";"524288";"Archon2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Arctic Fox ? 1985 Electronic Arts";"1985 Electronic Arts / Dynamic";"whdload";"0";"Arctic Fox";"Arcticfox";"934025";"A\Arcticfox\ArcticFox.Slave";"262144";"A\Arcticfox";"524288";"Arcticfox";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Arena by Psygnosis (c) 1986 - 1 disk.";"1986 Psygnosis";"whdload";"0";"Arena";"Arena";"910196";"A\Arena\Arena.slave";"0";"A\Arena";"528384";"Arena";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Arkanoid ? 1987 Discovery Software Int..";"1987 Discovery Software International";"whdload";"0";"Arkanoid";"Arkanoid";"352867";"A\Arkanoid\Arkanoid.Slave";"0";"A\Arkanoid";"524288";"Arkanoid";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError";"Arkanoid - Revenge of Doh ? 1988 Imagine.";"";"whdload";"0";"";"ArkanoidRevengeOfDoh";"415400";"A\ArkanoidRevengeOfDoh\ArkanoidRevengeOfDoh.slave";"";"A\ArkanoidRevengeOfDoh";"524288";"ArkanoidRevengeOfDoh";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Armageddon Man (c) 1988 Electronic Pencil Co. Ltd/";"1988 Electronic Pencil Co. Ltd/Martech";"whdload";"0";"Armageddon Man";"ArmageddonMan";"370960";"A\ArmageddonMan\ArmageddonMan.Slave";"0";"A\ArmageddonMan";"524288";"ArmageddonMan";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Armalyte ? 1991 Thalamus.";"1991 Thalamus";"whdload";"0";"Armalyte";"Armalyte";"1348808";"A\Armalyte\Armalyte.Slave";"0";"A\Armalyte";"524288";"Armalyte";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"ArmourGeddon";"2527116";"A\ArmourGeddon\ArmourGeddon.Slave";"0";"A\ArmourGeddon";"589824";"ArmourGeddon";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Armour Geddon 2 ? 1994 Psygnosis";"1994 Psygnosis";"whdload";"0";"ArmourGeddon 2 Codename Hellfire";"ArmourGeddon2";"3668225";"A\ArmourGeddon2\ArmourGeddon2.Slave";"2359296";"A\ArmourGeddon2";"1048576";"ArmourGeddon2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Army Moves by Imagine (c) 1987 - 1 disk.";"1987 Imagine/Dinamic";"whdload";"0";"Army Moves";"ArmyMoves";"130838";"A\ArmyMoves\ArmyMoves.Slave";"0";"A\ArmyMoves";"524288";"ArmyMoves";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Arnie by Zeppelin Games/Realms of Fantasy (c) 1992.";"1992 Zeppelin Games";"whdload";"0";"Arnie";"Arnie";"954327";"A\Arnie\Arnie.slave";"0";"A\Arnie";"524288";"Arnie";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Arnie 2 (c) 1993 Zeppelin - 1 disk.";"1993 Zeppelin";"whdload";"0";"Arnie 2";"Arnie2";"923929";"A\Arnie2\Arnie2.Slave";"0";"A\Arnie2";"1048576";"Arnie2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"The Art Of Chess ? 1987 SPA";"1987 SPA";"whdload";"0";"The Art Of Chess";"ArtOfChess";"566429";"A\ArtOfChess\ArtOfChess.Slave";"327680";"A\ArtOfChess";"524288";"ArtOfChess";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Artura (c) 1988 Gremlin/Arcadia - 1 disk.";"1988 Gremlin";"whdload";"0";"Artura";"Artura";"747343";"A\Artura\Artura.Slave";"0";"A\Artura";"524288";"Artura";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoDivZero, EmulPriv";"Ashes Of Empire ? 1992 Midnight";"1992 Midnight";"whdload";"0";"Ashes Of Empire";"AshesOfEmpire";"3617981";"A\AshesOfEmpire\AshesOfEmpire.Slave";"262144";"A\AshesOfEmpire";"1048576";"AshesOfEmpire";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Assassin ? 1992 Team 17.";"1992 Team 17";"whdload";"0";"Assassin";"Assassin";"1815289";"A\Assassin\Assassin.Slave";"0";"A\Assassin";"1048576";"Assassin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Assasin: special edition by Team 17 (c) 1993 - 2 disks.";"1993 Team 17";"whdload";"0";"Assasin (Special Edition)";"AssassinSpecialEdition";"1976334";"A\AssassinSpecialEdition\AssassinSpecialEdition.slave";"524288";"A\AssassinSpecialEdition";"524288";"AssassinSpecialEdition";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Astaroth ? 1989 Hewson.";"1989 Hewson ";"whdload";"0";"Astaroth";"Astaroth";"843504";"A\Astaroth\Astaroth.Slave";"0";"A\Astaroth";"524288";"Astaroth";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Astatin ? 1992 Tale software/Alive Designs.";"1992 Tale Software";"whdload";"0";"Astatin";"Astatin";"908160";"A\Astatin\Astatin.Slave";"262144";"A\Astatin";"524288";"Astatin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Asterix - Operation Getafix ? 1989 Cockel Vision.";"1989 Cockel Vision";"whdload";"0";"Asterix - Operation Getafix";"AsterixOpGetafix";"737577";"A\AsterixOpGetafix\AsterixOpGetafix.slave";"262144";"A\AsterixOpGetafix";"524288";"AsterixOpGetafix";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoKbd";"Astro Marine Corps by Dinamic (c) 1990 - 2 disks.";"1990 Dinamic";"whdload";"0";"Astro Marine Corps";"AstroMarineCorps";"1463004";"A\AstroMarineCorps\AstroMarineCorps.Slave";"0";"A\AstroMarineCorps";"524288";"AstroMarineCorps";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Atax ? 1988 Axxiom.";"1988 Axxiom";"whdload";"0";"Atax";"Atax";"608498";"A\Atax\Atax.Slave";"1310720";"A\Atax";"1048576";"Atax";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Advanced Tactical Fighter II/ATF II ? 1990 Digital Integration.";"1990 Digital Integration";"whdload";"0";"Advanted Tactical Fighter II/Atf 2";"ATF2";"1012228";"A\ATF2\ATF2.Slave";"0";"A\ATF2";"524288";"ATF2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Atomic RoboKid by Activision (c) 1990 - 2 disks.";"1990 Activision";"whdload";"0";"Atomic RoboKid";"AtomicRoboKid";"1824176";"A\AtomicRoboKid\AtomicRobokid.slave";"0";"A\AtomicRoboKid";"524288";"AtomicRoboKid";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Atomino (c) 1991 Play Byte/Psygnosis. German version,";"1991 Play Byte";"whdload";"0";"Atomino";"Atomino";"732190";"A\Atomino\Atomino.slave";"0";"A\Atomino";"524288";"Atomino";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Atomix (c) 1990 Thalion.";"1990 Tale/Thalion";"whdload";"0";"Atomix";"Atomix";"788208";"A\Atomix\atomix.slave";"0";"A\Atomix";"524288";"Atomix";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Atom Smasher ? 1992 David Papworth";"1992 David Papworth";"whdload";"0";"Atom Smasher";"AtomSmasher";"302123";"A\AtomSmasher\AtomSmasher.Slave";"4096";"A\AtomSmasher";"401408";"AtomSmasher";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrain";"1442970";"A\ATrain\ATrain.slave";"786432";"A\ATrain";"720896";"ATrain";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train (512K ChipRAM)";"ATrain&ConstrSet512k";"1959278";"A\ATrain&ConstrSet512k\ATrain512K.slave";"786432";"A\ATrain&ConstrSet512k";"458752";"ATrain";"OCS/ECS";"";"512k";"";"";"ConstrSet";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrain&ConstructionSet";"1959432";"A\ATrain&ConstructionSet\ATrain.slave";"786432";"A\ATrain&ConstructionSet";"720896";"ATrain";"OCS/ECS";"";"";"";"";"ConstructionSet";"A-Games"
"NoError, EmulTrap";"Aunt Arctic Adventure by Midware Intl (c) 199?.";"199? Midware";"whdload";"0";"Aunt Arctic Adventure";"AuntArcticAdventure";"908357";"A\AuntArcticAdventure\AuntArcticAdventure.slave";"0";"A\AuntArcticAdventure";"524288";"AuntArcticAdventure";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"AustraloPiticusMechanicus ? 1988 HACK+SLAY TEAM.";"1988 A.Lepel & K.LUKAS & S.DOSCH ";"whdload";"0";"Australo Piticus Mecanichus";"AustraloPiticusMechanicus";"661863";"A\AustraloPiticusMechanicus\AustraloPiticusMechanicus.Slave";"262144";"A\AustraloPiticusMechanicus";"524288";"AustraloPiticusMechanicus";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"AutoDuel ? 1988 Origin.";"1988 Origin";"whdload";"0";"AutoDuel";"AutoDuel";"497714";"A\AutoDuel\AutoDuel.Slave";"262144";"A\AutoDuel";"524288";"AutoDuel";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"AV8B Harrier Assault ? 1992 Domark";"1992 Domark";"whdload";"0";"AV8B Harrier Assault";"AV8BHarrierAssault";"1407866";"A\AV8BHarrierAssault\AV8BHarrierAssault.Slave";"786432";"A\AV8BHarrierAssault";"524288";"AV8BHarrierAssault";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Awesome ? 1990 Psygnosis.";"1990 Psygnosis";"whdload";"0";"Awesome";"Awesome";"2722618";"A\Awesome\Awesome.Slave";"4096";"A\Awesome";"524288";"Awesome";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Axel's Magic Hammer (c) 1989 Core Design/Gremlin - 1";"1989 Core Design/Gremlin";"whdload";"0";"Axel";"AxelsMagicHammer";"545069";"A\AxelsMagicHammer\AxelsMagicHammer.Slave";"0";"A\AxelsMagicHammer";"524288";"AxelsMagicHammer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Barbarian 2 (c) 1989 Palace Software";"1989 Palace Software";"whdload";"0";"BARBARIAN II";"AxeOfRage";"1466852";"A\AxeOfRage\AxeOfRage.slave";"0";"A\AxeOfRage";"1048576";"AxeOfRage";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, NoKbd, EmulPriv, Examine";"Aztec Challenge ? Bignonia 1993 - 1 Disk (PD)";"Bignonia 1993";"whdload";"0";"Aztec Challenge";"AztecChallenge";"215417";"A\AztecChallenge\AztecChallenge.Slave";"786432";"A\AztecChallenge";"524288";"AztecChallenge";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"B17 Flying Fortress ? 1993 MicroProse";"1993 MicroProse";"whdload";"0";"B-17 Flying Fortress";"B17FlyingFortress";"2158992";"B\B17FlyingFortress\B17FlyingFortress.Slave";"786432";"B\B17FlyingFortress";"524288";"B17FlyingFortress";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Baal ? 1988 Psyclapse.";"1988 Psyclapse";"whdload";"0";"Baal";"Baal";"814372";"B\Baal\Baal.Slave";"0";"B\Baal";"524288";"Baal";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"game called:";"1989 Coktel Vision";"whdload";"0";"Abra cadabra & Baba Yaga";"BabaYaga";"1119368";"B\BabaYaga\BabaYaga.slave";"786432";"B\BabaYaga";"524288";"BabaYaga";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Baby Jo In Going Home (c) 1991 Loriciel - 1 disk.";"1991 Loriciel";"whdload";"0";"Baby Jo In Going Home";"BabyJoInGoingHome";"919082";"B\BabyJoInGoingHome\BabyJoInGoingHome.Slave";"0";"B\BabyJoInGoingHome";"524288";"BabyJoInGoingHome";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Babylonian Twins Demo (c) 1994 Mesopotamia - 1 disk.";"1994 Mesopotamia";"whdload";"0";"Babylonian Twins Demo";"BabylonianTwinsDemo";"579564";"B\BabylonianTwinsDemo\BabylonianTwinsDemo.slave";"458752";"B\BabylonianTwinsDemo";"491520";"BabylonianTwins";"OCS/ECS";"";"";"Demo";"";"";"A-Games"
"Disk, NoError, NoDivZero";"Backlash ? 1987 Novagen.";"1987 Novagen";"whdload";"0";"Backlash";"Backlash";"480926";"B\Backlash\Backlash.Slave";"0";"B\Backlash";"524288";"Backlash";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, NoKbd";"Back to the Future III ? 1991 Image Works/Konami.";"1991 Image Works/Konami";"whdload";"0";"Back To The Future III";"BackToTheFutureIII";"1513652";"B\BackToTheFutureIII\BackToTheFutureIII.Slave";"0";"B\BackToTheFutureIII";"524288";"BackToTheFutureIII";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Back To The Future 2 by Image Works (c) 1990 - 1 disk.";"1990 Image Works";"whdload";"0";"Back to the Future 2";"BackToTheFuturePart2";"910110";"B\BackToTheFuturePart2\BackToTheFuturePart2.slave";"0";"B\BackToTheFuturePart2";"524288";"BackToTheFuturePart2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Bad Cat ? 1987 Rainbow Arts";"1987 Rainbow Arts";"whdload";"0";"BadCat";"BadCat";"899201";"B\BadCat\BadCat.Slave";"524288";"B\BadCat";"524288";"BadCat";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Bad Company by Logotron (c) 1990 - 1 disk.";"1990 Logotron";"whdload";"0";"Bad Company";"BadCompany";"674917";"B\BadCompany\BadCompany.slave";"0";"B\BadCompany";"524288";"BadCompany";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Bad Dudes Vs. Dragon Ninja (c) 1988 Data East/";"1988 Data East/Imagine";"whdload";"0";"Bad Dudes Vs. Dragon Ninja";"BadDudesNTSC";"919641";"B\BadDudesNTSC\BadDudesNTSC.Slave";"0";"B\BadDudesNTSC";"524288";"BadDudes";"OCS/ECS";"";"";"";"NTSC";"";"A-Games"
